"","edgeuid","total_hikers"
"1475",153310965,20
"1476",153310966,40
"1477",153310967,40
"1478",153310970,5
"1479",153310971,35
"1480",153310972,5
"1481",153310973,85
"1482",153310974,70
"1483",153310976,25
"1484",153310977,30
"1485",153310978,5
"1486",153310979,5
"1487",153310980,10
"1488",153310981,25
"1489",153310982,10
"1490",153310983,10
"1491",153310985,10
"1492",153310986,5
"1493",153310987,5
"1494",153310988,15
"1495",153310989,25
"1496",153310991,70
"1497",153310992,75
"1498",153310993,25
"1499",153310994,15
"1500",153310995,20
"1501",153310997,5
"1502",153310998,5
"1503",153311000,65
"1504",153311002,30
"1505",153311003,30
"1506",153311004,30
"1507",153311008,5
"1508",153311009,5
"1509",153311013,5
"1510",153311018,60
"1511",153311019,35
"1512",153311021,10
"1513",153311022,10
"1514",153311024,30
"1515",153311025,10
"1516",153311026,5
"1517",153311028,25
"1518",153311029,5
"1519",153311030,15
"1520",153311031,30
"1521",153311034,10
"1522",153311035,75
"1523",153311036,10
"1524",153311038,10
"1525",153311039,10
"1526",153311049,30
"1527",153311050,5
"1528",153311051,10
"1529",153311052,20
"1530",153311053,10
"1531",153311055,30
"1532",153311056,210
"1533",153311057,35
"1534",153311059,50
"1535",153311060,50
"1536",153311064,25
"1537",153311067,5
"1538",153311068,5
"1539",153311072,35
"1540",153311073,15
"1541",153311074,10
"1542",153311077,50
"1543",153311079,50
"1544",153311080,55
"1545",153311081,50
"1546",153311087,40
"1547",153311091,30
"1548",153311092,20
"1549",153311093,30
"1550",153311094,40
"1551",153311095,5
"1552",153311096,5
"1553",153311097,35
"1554",153311099,35
"1555",153311100,35
"1556",153311101,40
"1557",153311103,275
"1558",153311105,40
"1559",153311106,75
"1560",153311107,30
"1561",153311108,20
"1562",153311110,10
"1563",153311112,30
"1564",153311113,15
"1565",153311114,15
"1566",153311115,5
"1567",153311117,250
"1568",153311118,350
"1569",153311119,95
"1570",153311120,100
"1571",153311121,15
"1572",153311122,95
"1573",153311123,85
"1574",153311125,285
"1575",153311126,20
"1576",153311128,20
"1577",153311129,260
"1578",153311130,15
"1579",153311131,45
"1580",153311132,5
"1581",153311133,225
"1582",153311137,240
"1583",153311138,100
"1584",153311139,185
"1585",153311141,250
"1586",153311144,95
"1587",153311146,220
"1588",153311147,205
"1589",153311161,5
"1590",153311169,10
"1591",153311170,5
"1592",153311171,5
"1593",153311175,10
"1594",153311181,10
"1595",153311182,5
"1596",153311183,30
"1597",153311184,15
"1598",153311186,5
"1599",153311187,15
"1600",153311189,20
"1601",153311190,30
"1602",153311192,10
"1603",153311194,10
"1604",153311195,10
"1605",153311196,10
"1606",153311198,30
"1607",153311200,50
"1608",153311201,60
"1609",153311202,65
"1610",153311203,65
"1611",153311204,65
"1612",153311206,65
"1613",153311207,65
"1614",153311208,60
"1615",153311209,60
"1616",153311211,15
"1617",153311212,10
"1618",153311213,15
"1619",153311214,15
"1620",153311215,5
"1621",153311216,15
"1622",153311217,60
"1623",153311218,60
"1624",153311219,65
"1625",153311220,5
"1626",153311221,5
"1627",153311222,20
"1628",153311223,65
"1629",153311225,65
"1630",153311226,60
"1631",153311227,5
"1632",153311228,5
"1633",153311229,75
"1634",153311234,5
"1635",153311237,10
"1636",153311238,25
"1637",153311240,5
"1638",153311242,10
"1639",153311243,10
"1640",153311244,10
"1641",153311247,10
"1642",153311248,10
"1643",153311249,5
"1644",153311250,20
"1645",153311251,5
"1646",153311252,20
"1647",153311253,5
"1648",153311254,25
"1649",153311255,20
"1650",153311265,5
"1651",153311268,55
"1652",153311270,55
"1653",153311272,70
"1654",153311274,10
"1655",153311276,20
"1656",153311286,70
"1657",153311292,5
"1658",153311294,10
"1659",153311295,10
"1660",153311297,10
"1661",153311298,20
"1662",153311300,5
"1663",153311301,5
"1664",153311302,10
"1665",153311307,10
"1666",153311308,35
"1667",153311309,50
"1668",153311310,55
"1669",153311311,40
"1670",153311312,10
"1671",153311313,10
"1672",153311314,55
"1673",153311315,80
"1674",153311316,55
"1675",153311317,40
"1676",153311321,10
"1677",153311322,10
"1678",153311323,10
"1679",153311329,45
"1680",153311330,70
"1681",153311331,30
"1682",153311332,30
"1683",153311333,35
"1684",153311340,5
"1685",153311341,30
"1686",153311342,10
"1687",153311346,25
"1688",153311347,20
"1689",153311348,5
"1690",153311349,10
"1691",153311352,5
"1692",153311353,10
"1693",153311354,10
"1694",153311355,5
"1695",153311357,5
"1696",153311358,10
"1697",153311360,5
"1698",153311363,5
"1699",153311364,5
"1700",153311365,5
"1701",153311367,5
"1702",153311370,25
"1703",153311371,30
"1704",153311372,30
"1705",153311373,10
"1706",153311374,5
"1707",153311375,5
"1708",153311378,5
"1709",153311382,5
"1710",153311383,10
"1711",153311387,5
"1712",153311389,5
"1713",153311392,15
"1714",153311393,5
"1715",153311394,5
"1716",153311395,5
"1717",153311396,20
"1718",153311399,5
"1719",153311400,25
"1720",153311402,5
"1721",153311404,25
"1722",153311405,35
"1723",153311408,35
"1724",153311413,35
"1725",153311414,35
"1726",153311415,5
"1727",153311416,40
"1728",153311417,10
"1729",153311419,35
"1730",153311421,35
"1731",153311422,20
"1732",153311423,10
"1733",153311424,15
"1734",153311425,40
"1735",153311427,35
"1736",153311429,5
"1737",153311430,5
"1738",153311431,5
"1739",153311432,5
"1740",153311433,5
"1741",153311434,15
"1742",153311437,10
"1743",153311439,5
"1744",153311440,20
"1745",153311441,25
"1746",153311443,30
"1747",153311446,10
"1748",153311447,35
"1749",153311448,15
"1750",153311449,15
"1751",153311451,10
"1752",153311452,15
"1753",153311458,10
"1754",153311461,30
"1755",153311462,10
"1756",153311464,5
"1757",153311465,30
"1758",153311466,15
"1759",153311467,10
"1760",153311469,20
"1761",153311470,30
"1762",153311471,10
"1763",153311474,20
"1764",153311475,5
"1765",153311476,10
"1766",153311478,5
"1767",153311480,5
"1768",153311481,45
"1769",153311482,45
"1770",153311483,50
"1771",153311484,50
"1772",153311485,65
"1773",153311486,40
"1774",153311487,5
"1775",153311489,60
"1776",153311490,10
"1777",153311493,25
"1778",153311494,25
"1779",153311495,20
"1780",153311496,20
"1781",153311498,25
"1782",153311499,5
"1783",153311500,5
"1784",153311502,45
"1785",153311503,40
"1786",153311504,45
"1787",153311506,45
"1788",153311509,10
"1789",153311510,10
"1790",153311511,35
"1791",153311512,10
"1792",153311513,10
"1793",153311515,15
"1794",153311516,10
"1795",153311518,15
"1796",153311519,5
"1797",153311520,5
"1798",153311522,10
"1799",153311523,5
"1800",153311524,5
"1801",153311534,10
"1802",153311535,20
"1803",153311536,20
"1804",153311539,25
"1805",153311544,15
"1806",153311545,40
"1807",153311546,10
"1808",153311548,5
"1809",153311549,5
"1810",153311551,5
"1811",153311553,25
"1812",153311554,5
"1813",153311558,25
"1814",153311559,25
"1815",153311560,35
"1816",153311562,30
"1817",153311564,10
"1818",153311565,25
"1819",153311566,5
"1820",153311567,25
"1821",153311569,5
"1822",153311570,20
"1823",153311572,25
"1824",153311573,25
"1825",153311574,30
"1826",153311577,10
"1827",153311578,10
"1828",153311580,5
"1829",153311581,25
"1830",153311582,10
"1831",153311584,10
"1832",153311585,5
"1833",153311586,30
"1834",153311588,10
"1835",153311590,5
"1836",153311602,90
"1837",153311603,5
"1838",153311604,85
"1839",153311605,80
"1840",153311607,10
"1841",153311609,90
"1842",153311610,80
"1843",153311611,80
"1844",153311613,75
"1845",153311620,15
"1846",153311621,5
"1847",153311623,5
"1848",153311625,5
"1849",153311626,15
"1850",153311631,10
"1851",153311633,5
"1852",153311638,5
"1853",153311639,5
"1854",153311640,5
"1855",153311653,10
"1856",153311657,5
"1857",153311658,5
"1858",153311659,5
"1859",153311660,5
"1860",153311661,10
"1861",153311664,5
"1862",153311665,5
"1863",153311666,20
"1864",153311670,10
"1865",153311671,30
"1866",153311672,30
"1867",153311673,5
"1868",153311675,5
"1869",153311677,35
"1870",153311681,35
"1871",153311682,5
"1872",153311683,5
"1873",153311684,5
"1874",153311691,30
"1875",153311692,45
"1876",153311693,20
"1877",153311694,50
"1878",153311696,20
"1879",153311697,5
"1880",153311698,20
"1881",153311700,50
"1882",153311705,35
"1883",153311706,50
"1884",153311708,10
"1885",153311709,35
"1886",153311710,10
"1887",153311711,5
"1888",153311712,15
"1889",153311713,5
"1890",153311714,5
"1891",153311715,5
"1892",153311716,5
"1893",153311719,5
"1894",153311721,5
"1895",153311722,120
"1896",153311723,55
"1897",153311724,60
"1898",153311725,50
"1899",153311726,60
"1900",153311728,55
"1901",153311729,35
"1902",153311731,30
"1903",153311732,25
"1904",153311733,40
"1905",153311734,35
"1906",153311736,25
"1907",153311737,10
"1908",153311738,5
"1909",153311739,25
"1910",153311741,5
"1911",153311742,5
"1912",153311743,5
"1913",153311745,5
"1914",153311747,5
"1915",153311750,15
"1916",153311751,25
"1917",153311752,25
"1918",153311753,250
"1919",153311754,275
"1920",153311759,25
"1921",153311762,25
"1922",153311765,25
"1923",153311767,25
"1924",153311769,55
"1925",153311776,30
"1926",153311789,25
"1927",153311790,10
"1928",153311791,5
"1929",153311794,30
"1930",153311795,10
"1931",153311798,5
"1932",153311801,30
"1933",153311805,25
"1934",153311806,25
"1935",153311808,5
"1936",153311812,5
"1937",153311814,5
"1938",153311816,5
"1939",153311817,5
"1940",153311819,5
"1941",153311824,30
"1942",153311826,5
"1943",153311827,35
"1944",153311828,15
"1945",153311829,5
"1946",153311830,15
"1947",153311831,10
"1948",153311832,220
"1949",153311834,285
"1950",153311836,60
"1951",153311837,280
"1952",153311839,285
"1953",153311841,30
"1954",153311842,250
"1955",153311843,270
"1956",153311844,240
"1957",153311845,270
"1958",153311851,10
"1959",153311852,55
"1960",153311853,55
"1961",153311857,50
"1962",153311858,60
"1963",153311861,55
"1964",153311862,55
"1965",153311863,45
"1966",153311864,5
"1967",153311866,5
"1968",153311867,5
"1969",153311869,55
"1970",153311871,15
"1971",153311872,15
"1972",153311873,5
"1973",153311874,15
"1974",153311875,5
"1975",153311879,15
"1976",153311880,5
"1977",153311881,70
"1978",153311882,10
"1979",153311884,5
"1980",153311890,15
"1981",153311895,15
"1982",153311896,15
"1983",153311897,20
"1984",153311898,20
"1985",153311899,5
"1986",153311902,5
"1987",153311904,30
"1988",153311905,25
"1989",153311906,35
"1990",153311907,10
"1991",153311908,5
"1992",153311911,75
"1993",153311912,5
"1994",153311919,5
"1995",153311926,10
"1996",153311929,260
"1997",153311930,270
"1998",153311934,350
"1999",153311935,5
"2000",153311937,385
"2001",153311938,355
"2002",153311941,135
"2003",153311942,10
"2004",153311951,150
"2005",153311952,5
"2006",153311953,5
"2007",153311955,5
"2008",153311956,5
"2009",153311957,5
"2010",153311963,5
"2011",153311965,5
"2012",153311970,5
"2013",153311972,5
"2014",153311974,5
"2015",153311975,10
"2016",153311976,5
"2017",153311977,10
"2018",153311978,5
"2019",153311979,355
"2020",153311980,10
"2021",153311981,5
"2022",153311983,325
"2023",153311985,10
"2024",153311986,10
"2025",153311988,355
"2026",153311989,345
"2027",153311990,365
"2028",153311991,355
"2029",153311992,70
"2030",153311996,5
"2031",153311998,5
"2032",153311999,345
"2033",153312000,225
"2034",153312002,10
"2035",153312003,10
"2036",153312015,15
"2037",153312016,30
"2038",153312017,15
"2039",153312018,15
"2040",153312019,135
"2041",153312020,5
"2042",153312022,5
"2043",153312026,175
"2044",153312028,185
"2045",153312030,10
"2046",153312031,315
"2047",153312032,305
"2048",153312034,220
"2049",153312035,15
"2050",153312036,45
"2051",153312038,15
"2052",153312039,15
"2053",153312042,320
"2054",153312043,225
"2055",153312044,330
"2056",153312045,5
"2057",153312046,75
"2058",153312050,5
"2059",153312053,175
"2060",153312054,180
"2061",153312056,5
"2062",153312057,5
"2063",153312060,180
"2064",153312065,10
"2065",153312066,10
"2066",153312067,215
"2067",153312068,360
"2068",153312070,5
"2069",153312071,250
"2070",153312073,195
"2071",153312074,350
"2072",153312075,510
"2073",153312076,5
"2074",153312077,5
"2075",153312078,5
"2076",153312079,5
"2077",153312083,390
"2078",153312084,5
"2079",153312087,205
"2080",153312088,385
"2081",153312090,175
"2082",153312095,5
"2083",153312097,5
"2084",153312098,5
"2085",153312100,5
"2086",153312101,495
"2087",153312102,235
"2088",153312105,255
"2089",153312110,5
"2090",153312117,5
"2091",153312119,255
"2092",153312120,390
"2093",153312121,340
"2094",153312122,40
"2095",153312123,75
"2096",153312124,105
"2097",153312126,200
"2098",153312127,210
"2099",153312128,160
"2100",153312129,165
"2101",153312135,5
"2102",153312137,5
"2103",153312143,5
"2104",153312144,5
"2105",153312148,250
"2106",153312151,215
"2107",153312152,205
"2108",153312153,5
"2109",153312154,60
"2110",153312155,5
"2111",153312157,90
"2112",153312160,205
"2113",153312161,5
"2114",153312162,205
"2115",153312163,5
"2116",153312165,5
"2117",153312166,5
"2118",153312167,5
"2119",153312168,145
"2120",153312170,140
"2121",153312171,225
"2122",153312172,170
"2123",153312173,145
"2124",153312174,145
"2125",153312175,45
"2126",153312176,20
"2127",153312177,10
"2128",153312178,40
"2129",153312179,5
"2130",153312180,25
"2131",153312181,340
"2132",153312185,325
"2133",153312187,330
"2134",153312188,50
"2135",153312194,55
"2136",153312198,315
"2137",153312199,10
"2138",153312200,5
"2139",153312202,185
"2140",153312203,80
"2141",153312204,80
"2142",153312205,225
"2143",153312207,165
"2144",153312208,245
"2145",153312209,85
"2146",153312210,170
"2147",153312211,115
"2148",153312212,55
"2149",153312214,30
"2150",153312215,25
"2151",153312217,5
"2152",153312219,80
"2153",153312220,80
"2154",153312223,340
"2155",153312224,165
"2156",153312225,75
"2157",153312226,275
"2158",153312227,85
"2159",153312228,160
"2160",153312230,340
"2161",153312231,425
"2162",153312232,460
"2163",153312233,515
"2164",153312234,440
"2165",153312236,10
"2166",153312237,130
"2167",153312241,95
"2168",153312242,5
"2169",153312243,100
"2170",153312245,10
"2171",153312251,10
"2172",153312254,10
"2173",153312255,15
"2174",153312256,15
"2175",153312258,10
"2176",153312264,15
"2177",153312265,270
"2178",153312266,265
"2179",153312267,310
"2180",153312268,290
"2181",153312269,15
"2182",153312270,305
"2183",153312271,140
"2184",153312272,150
"2185",153312274,145
"2186",153312275,5
"2187",153312276,310
"2188",153312278,65
"2189",153312279,100
"2190",153312280,35
"2191",153312281,300
"2192",153312282,10
"2193",153312283,10
"2194",153312284,10
"2195",153312286,5
"2196",153312290,10
"2197",153312292,10
"2198",153312293,10
"2199",153312298,10
"2200",153312302,10
"2201",153312303,10
"2202",153312307,10
"2203",153312308,10
"2204",153312309,20
"2205",153312310,35
"2206",153312313,35
"2207",153312316,40
"2208",153312318,5
"2209",153312320,225
"2210",153312323,215
"2211",153312325,220
"2212",153312326,5
"2213",153312327,210
"2214",153312334,5
"2215",153312340,5
"2216",153312341,5
"2217",153312348,5
"2218",153312352,50
"2219",153312353,455
"2220",153312356,165
"2221",153312357,110
"2222",153312358,35
"2223",153312360,5
"2224",153312361,5
"2225",153312362,5
"2226",153312363,10
"2227",153312366,295
"2228",153312371,320
"2229",153312381,5
"2230",153312382,5
"2231",153312383,10
"2232",153312384,10
"2233",153312385,10
"2234",153312386,10
"2235",153312387,5
"2236",153312388,10
"2237",153312389,5
"2238",153312391,5
"2239",153312395,10
"2240",153312396,10
"2241",153312399,5
"2242",153312401,5
"2243",153312407,10
"2244",153312409,5
"2245",153312425,5
"2246",153312426,5
"2247",153312434,5
"2248",153312441,65
"2249",153312442,60
"2250",153312443,5
"2251",153312444,10
"2252",153312445,60
"2253",153312446,10
"2254",153312447,15
"2255",153312449,10
"2256",153312450,60
"2257",153312451,275
"2258",153312452,360
"2259",153312454,105
"2260",153312455,195
"2261",153312458,80
"2262",153312459,5
"2263",153312460,5
"2264",153312461,345
"2265",153312463,75
"2266",153312464,175
"2267",153312465,140
"2268",153312467,170
"2269",153312468,275
"2270",153312470,285
"2271",153312471,280
"2272",153312472,60
"2273",153312473,235
"2274",153312474,10
"2275",153312475,370
"2276",153312477,65
"2277",153312480,5
"2278",153312481,5
"2279",153312482,320
"2280",153312483,110
"2281",153312484,80
"2282",153312485,35
"2283",153312486,230
"2284",153312487,330
"2285",153312488,295
"2286",153312489,315
"2287",153312491,420
"2288",153312492,365
"2289",153312493,220
"2290",153312495,25
"2291",153312496,10
"2292",153312497,10
"2293",153312498,10
"2294",153312503,5
"2295",153312504,5
"2296",153312509,5
