"","edgeuid","total_bikers"
"1462",153311500,2580
"1463",153311502,2730
"1464",153311503,150
"1465",153311504,2725
"1466",153311506,2720
"1467",153311511,2700
"1468",153311515,35
"1469",153311516,35
"1470",153311518,35
"1471",153311519,10
"1472",153311521,10
"1473",153311523,15
"1474",153311524,15
"1475",153311526,15
"1476",153311527,15
"1477",153311528,15
"1478",153311529,15
"1479",153311531,30
"1480",153311533,30
"1481",153311534,30
"1482",153311535,35
"1483",153311536,15
"1484",153311539,5
"1485",153311540,10
"1486",153311543,10
"1487",153311544,50
"1488",153311545,40
"1489",153311546,2690
"1490",153311548,20
"1491",153311549,2635
"1492",153311551,15
"1493",153311553,5
"1494",153311554,2645
"1495",153311557,15
"1496",153311558,45
"1497",153311559,45
"1498",153311560,2910
"1499",153311562,40
"1500",153311564,2835
"1501",153311565,15
"1502",153311566,2240
"1503",153311567,30
"1504",153311568,10
"1505",153311569,15
"1506",153311570,15
"1507",153311572,5
"1508",153311573,5
"1509",153311574,40
"1510",153311575,5
"1511",153311577,65
"1512",153311578,60
"1513",153311580,2240
"1514",153311581,30
"1515",153311582,2300
"1516",153311584,2310
"1517",153311585,30
"1518",153311586,65
"1519",153311588,2300
"1520",153311590,215
"1521",153311602,220
"1522",153311604,220
"1523",153311605,215
"1524",153311607,230
"1525",153311609,25
"1526",153311610,5
"1527",153311611,205
"1528",153311613,5
"1529",153311618,205
"1530",153311620,140
"1531",153311626,125
"1532",153311628,220
"1533",153311631,70
"1534",153311632,70
"1535",153311633,230
"1536",153311636,215
"1537",153311637,10
"1538",153311638,230
"1539",153311639,235
"1540",153311640,250
"1541",153311645,10
"1542",153311646,215
"1543",153311650,220
"1544",153311651,5
"1545",153311652,5
"1546",153311655,5
"1547",153311657,15
"1548",153311658,10
"1549",153311662,10
"1550",153311671,215
"1551",153311672,220
"1552",153311673,5
"1553",153311675,5
"1554",153311677,220
"1555",153311681,210
"1556",153311682,5
"1557",153311683,5
"1558",153311684,5
"1559",153311692,120
"1560",153311693,125
"1561",153311694,120
"1562",153311695,5
"1563",153311700,125
"1564",153311705,130
"1565",153311706,135
"1566",153311709,100
"1567",153311712,95
"1568",153311713,90
"1569",153311714,90
"1570",153311715,90
"1571",153311716,5
"1572",153311717,75
"1573",153311719,90
"1574",153311720,80
"1575",153311722,1435
"1576",153311723,1545
"1577",153311724,1590
"1578",153311725,1535
"1579",153311726,1615
"1580",153311728,1565
"1581",153311729,3380
"1582",153311731,2860
"1583",153311732,3220
"1584",153311733,3370
"1585",153311734,3245
"1586",153311736,2655
"1587",153311737,415
"1588",153311738,2530
"1589",153311739,2670
"1590",153311741,2530
"1591",153311742,2465
"1592",153311743,2470
"1593",153311744,80
"1594",153311745,225
"1595",153311746,120
"1596",153311747,2465
"1597",153311750,2160
"1598",153311751,2685
"1599",153311752,2675
"1600",153311753,105
"1601",153311754,195
"1602",153311759,2655
"1603",153311762,2645
"1604",153311765,2650
"1605",153311767,2655
"1606",153311769,1355
"1607",153311776,55
"1608",153311786,85
"1609",153311789,40
"1610",153311790,25
"1611",153311791,15
"1612",153311794,25
"1613",153311795,5
"1614",153311797,15
"1615",153311798,10
"1616",153311799,10
"1617",153311801,25
"1618",153311803,85
"1619",153311805,25
"1620",153311806,20
"1621",153311807,75
"1622",153311808,210
"1623",153311810,55
"1624",153311812,230
"1625",153311814,225
"1626",153311816,230
"1627",153311817,230
"1628",153311819,2505
"1629",153311821,5
"1630",153311824,30
"1631",153311825,10
"1632",153311826,225
"1633",153311827,60
"1634",153311828,35
"1635",153311829,20
"1636",153311830,240
"1637",153311831,65
"1638",153311834,195
"1639",153311836,880
"1640",153311837,635
"1641",153311839,665
"1642",153311841,685
"1643",153311842,15
"1644",153311843,655
"1645",153311844,565
"1646",153311845,700
"1647",153311847,25
"1648",153311852,30
"1649",153311853,30
"1650",153311857,25
"1651",153311858,25
"1652",153311859,35
"1653",153311860,45
"1654",153311861,1310
"1655",153311862,1330
"1656",153311863,20
"1657",153311864,2420
"1658",153311865,10
"1659",153311866,2440
"1660",153311867,2445
"1661",153311869,30
"1662",153311871,1355
"1663",153311872,1245
"1664",153311873,2445
"1665",153311874,1345
"1666",153311875,2445
"1667",153311876,5
"1668",153311877,5
"1669",153311878,15
"1670",153311879,1340
"1671",153311880,2470
"1672",153311881,140
"1673",153311882,140
"1674",153311884,2480
"1675",153311885,30
"1676",153311887,30
"1677",153311890,1310
"1678",153311891,5
"1679",153311894,20
"1680",153311895,1290
"1681",153311896,1125
"1682",153311897,1295
"1683",153311898,1300
"1684",153311899,10
"1685",153311902,10
"1686",153311903,10
"1687",153311904,270
"1688",153311905,290
"1689",153311906,170
"1690",153311907,1280
"1691",153311908,1180
"1692",153311909,10
"1693",153311910,1175
"1694",153311911,550
"1695",153311912,25
"1696",153311913,25
"1697",153311914,10
"1698",153311915,10
"1699",153311918,5
"1700",153311919,2655
"1701",153311920,30
"1702",153311926,140
"1703",153311928,30
"1704",153311929,170
"1705",153311930,125
"1706",153311934,2665
"1707",153311935,2595
"1708",153311937,155
"1709",153311938,15
"1710",153311941,155
"1711",153311942,1530
"1712",153311943,1535
"1713",153311945,1445
"1714",153311951,1870
"1715",153311952,5
"1716",153311953,5
"1717",153311955,5
"1718",153311956,10
"1719",153311957,5
"1720",153311959,15
"1721",153311960,15
"1722",153311961,255
"1723",153311962,255
"1724",153311965,15
"1725",153311970,260
"1726",153311972,15
"1727",153311973,5
"1728",153311974,10
"1729",153311975,260
"1730",153311976,190
"1731",153311977,240
"1732",153311978,10
"1733",153311979,25
"1734",153311980,250
"1735",153311981,10
"1736",153311982,120
"1737",153311983,245
"1738",153311985,50
"1739",153311986,60
"1740",153311988,210
"1741",153311989,190
"1742",153311990,235
"1743",153311991,200
"1744",153311992,145
"1745",153311996,15
"1746",153311997,20
"1747",153311998,40
"1748",153311999,10
"1749",153312000,45
"1750",153312001,5
"1751",153312002,20
"1752",153312003,60
"1753",153312004,5
"1754",153312007,25
"1755",153312010,25
"1756",153312011,25
"1757",153312013,10
"1758",153312014,5
"1759",153312015,45
"1760",153312016,35
"1761",153312017,50
"1762",153312018,85
"1763",153312019,160
"1764",153312020,35
"1765",153312021,30
"1766",153312022,65
"1767",153312024,5
"1768",153312026,5
"1769",153312028,10
"1770",153312029,25
"1771",153312031,40
"1772",153312032,35
"1773",153312034,30
"1774",153312035,5
"1775",153312041,30
"1776",153312042,45
"1777",153312043,15
"1778",153312044,40
"1779",153312045,25
"1780",153312046,1965
"1781",153312047,5
"1782",153312049,65
"1783",153312050,20
"1784",153312051,65
"1785",153312053,10
"1786",153312054,65
"1787",153312055,10
"1788",153312056,20
"1789",153312057,20
"1790",153312060,65
"1791",153312065,10
"1792",153312066,10
"1793",153312067,1960
"1794",153312068,10
"1795",153312069,40
"1796",153312071,2100
"1797",153312073,1470
"1798",153312074,35
"1799",153312075,2260
"1800",153312076,20
"1801",153312077,15
"1802",153312078,5
"1803",153312082,5
"1804",153312083,155
"1805",153312087,160
"1806",153312088,150
"1807",153312090,140
"1808",153312095,10
"1809",153312098,10
"1810",153312100,10
"1811",153312101,2255
"1812",153312102,2315
"1813",153312105,2465
"1814",153312106,1220
"1815",153312107,970
"1816",153312108,55
"1817",153312109,75
"1818",153312110,1930
"1819",153312111,195
"1820",153312112,300
"1821",153312113,55
"1822",153312114,55
"1823",153312115,60
"1824",153312117,1810
"1825",153312119,220
"1826",153312120,270
"1827",153312121,95
"1828",153312122,105
"1829",153312123,25
"1830",153312126,1880
"1831",153312127,1915
"1832",153312128,10
"1833",153312129,20
"1834",153312130,5
"1835",153312131,10
"1836",153312133,80
"1837",153312134,55
"1838",153312135,1700
"1839",153312136,25
"1840",153312137,115
"1841",153312138,20
"1842",153312139,30
"1843",153312141,30
"1844",153312143,1715
"1845",153312144,1715
"1846",153312145,5
"1847",153312146,25
"1848",153312148,1575
"1849",153312149,10
"1850",153312151,1925
"1851",153312152,1950
"1852",153312153,120
"1853",153312154,1700
"1854",153312155,1720
"1855",153312156,35
"1856",153312157,520
"1857",153312158,35
"1858",153312160,205
"1859",153312162,150
"1860",153312163,1720
"1861",153312165,1660
"1862",153312166,1745
"1863",153312171,135
"1864",153312172,50
"1865",153312175,95
"1866",153312176,20
"1867",153312177,30
"1868",153312178,110
"1869",153312179,1735
"1870",153312180,1805
"1871",153312181,20
"1872",153312185,35
"1873",153312187,40
"1874",153312188,40
"1875",153312194,40
"1876",153312198,20
"1877",153312202,145
"1878",153312203,5
"1879",153312204,5
"1880",153312205,175
"1881",153312207,170
"1882",153312208,170
"1883",153312210,165
"1884",153312211,175
"1885",153312212,40
"1886",153312214,25
"1887",153312217,35
"1888",153312218,10
"1889",153312219,45
"1890",153312220,40
"1891",153312222,15
"1892",153312223,15
"1893",153312224,155
"1894",153312226,190
"1895",153312228,190
"1896",153312230,25
"1897",153312231,35
"1898",153312232,30
"1899",153312233,35
"1900",153312234,50
"1901",153312235,35
"1902",153312236,35
"1903",153312237,65
"1904",153312238,5
"1905",153312241,15
"1906",153312242,45
"1907",153312243,20
"1908",153312244,90
"1909",153312245,5
"1910",153312253,5
"1911",153312255,5
"1912",153312256,5
"1913",153312264,70
"1914",153312265,665
"1915",153312266,745
"1916",153312267,4020
"1917",153312268,3140
"1918",153312269,60
"1919",153312270,3925
"1920",153312271,1865
"1921",153312272,1380
"1922",153312273,5
"1923",153312274,1370
"1924",153312275,5
"1925",153312276,3885
"1926",153312278,3805
"1927",153312279,25
"1928",153312280,1390
"1929",153312281,4030
"1930",153312282,5
"1931",153312283,5
"1932",153312284,4900
"1933",153312286,5
"1934",153312290,4900
"1935",153312292,4910
"1936",153312293,4925
"1937",153312294,5
"1938",153312296,5
"1939",153312297,5
"1940",153312298,60
"1941",153312299,5
"1942",153312300,5
"1943",153312307,4915
"1944",153312308,4915
"1945",153312309,5090
"1946",153312310,5075
"1947",153312313,5075
"1948",153312315,10
"1949",153312316,5075
"1950",153312318,5
"1951",153312320,1510
"1952",153312323,1430
"1953",153312324,5
"1954",153312325,1435
"1955",153312326,1775
"1956",153312327,1560
"1957",153312328,110
"1958",153312329,115
"1959",153312331,40
"1960",153312332,115
"1961",153312334,1785
"1962",153312338,105
"1963",153312340,1660
"1964",153312341,1785
"1965",153312346,90
"1966",153312347,90
"1967",153312348,1920
"1968",153312349,10
"1969",153312350,10
"1970",153312352,30
"1971",153312353,175
"1972",153312354,15
"1973",153312355,140
"1974",153312356,190
"1975",153312357,35
"1976",153312358,110
"1977",153312359,120
"1978",153312360,45
"1979",153312361,140
"1980",153312362,95
"1981",153312363,25
"1982",153312365,100
"1983",153312366,5
"1984",153312371,5
"1985",153312381,1925
"1986",153312382,1915
"1987",153312383,60
"1988",153312384,60
"1989",153312385,60
"1990",153312386,60
"1991",153312387,1910
"1992",153312388,60
"1993",153312389,1895
"1994",153312390,50
"1995",153312391,1940
"1996",153312399,1940
"1997",153312401,1940
"1998",153312409,1870
"1999",153312411,5
"2000",153312413,10
"2001",153312415,10
"2002",153312416,5
"2003",153312417,10
"2004",153312418,5
"2005",153312421,10
"2006",153312423,15
"2007",153312427,5
"2008",153312431,10
"2009",153312432,10
"2010",153312434,20
"2011",153312435,5
"2012",153312436,5
"2013",153312438,5
"2014",153312440,145
"2015",153312441,30
"2016",153312442,30
"2017",153312443,80
"2018",153312444,155
"2019",153312445,140
"2020",153312447,150
"2021",153312448,150
"2022",153312451,30
"2023",153312452,180
"2024",153312455,10
"2025",153312457,130
"2026",153312458,155
"2027",153312459,80
"2028",153312460,80
"2029",153312461,45
"2030",153312463,100
"2031",153312464,40
"2032",153312465,35
"2033",153312468,155
"2034",153312470,40
"2035",153312471,35
"2036",153312472,10
"2037",153312473,25
"2038",153312474,100
"2039",153312475,145
"2040",153312477,85
"2041",153312478,90
"2042",153312479,90
"2043",153312480,165
"2044",153312481,165
"2045",153312482,45
"2046",153312483,10
"2047",153312484,175
"2048",153312485,5
"2049",153312486,25
"2050",153312487,210
"2051",153312488,185
"2052",153312489,245
"2053",153312490,5
"2054",153312491,370
"2055",153312492,5
"2056",153312493,380
"2057",153312495,80
"2058",153312496,180
"2059",153312497,65
"2060",153312498,30
"2061",153312503,95
"2062",153312515,10
"2063",153312516,15
"2064",153312517,15
"2065",153312518,15
"2066",153312519,15
"2067",153312520,15
"2068",153312521,20
"2069",153312522,5
"2070",153312523,85
"2071",153312524,10
"2072",153312525,15
"2073",153312526,90
"2074",153312527,105
"2075",153312528,15
"2076",153312529,330
"2077",153312530,5
"2078",153312532,5
"2079",153312533,360
"2080",153312534,335
"2081",153312535,20
"2082",153312537,30
"2083",153312538,30
"2084",153312539,40
"2085",153312540,295
"2086",153312541,5
"2087",153312543,15
"2088",153312544,335
"2089",153312545,105
"2090",153312549,30
"2091",153312550,35
"2092",153312551,25
"2093",153312552,75
"2094",153312553,270
"2095",153312554,10
"2096",153312555,5
"2097",153312556,10
"2098",153312558,10
"2099",153312559,10
"2100",153312560,5
"2101",153312563,5
"2102",153312565,95
"2103",153312566,105
"2104",153312567,105
"2105",153312568,40
"2106",153312569,15
"2107",153312570,90
"2108",153312571,120
"2109",153312572,135
"2110",153312573,205
"2111",153312574,45
"2112",153312575,205
"2113",153312576,275
"2114",153312577,185
"2115",153312578,65
"2116",153312579,10
"2117",153312580,105
"2118",153312581,175
"2119",153312582,165
"2120",153312583,85
"2121",153312584,165
"2122",153312585,100
"2123",153312586,90
"2124",153312587,265
"2125",153319426,45
"2126",153319427,40
"2127",153319428,40
"2128",153319429,35
"2129",153319430,35
"2130",153319432,35
"2131",153319434,20
"2132",153319441,10
"2133",153319449,5
"2134",153319450,5
"2135",153319452,5
"2136",153319454,5
"2137",153319457,5
"2138",153319458,5
"2139",153319461,5
"2140",153319552,10
"2141",153319554,5
"2142",153319555,5
"2143",153319557,10
"2144",153319558,20
"2145",153319559,15
"2146",153319560,20
"2147",153319564,165
"2148",153319565,165
"2149",153319566,165
"2150",153319567,160
"2151",153319568,5
"2152",153319570,5
"2153",153319572,5
"2154",153319574,10
"2155",153319575,10
"2156",153319576,10
"2157",153319578,10
"2158",153319589,70
"2159",153319601,80
"2160",153319602,80
"2161",153319942,155
"2162",153319943,145
"2163",153319944,125
"2164",153319945,15
"2165",153319946,20
"2166",153319947,15
"2167",153319948,130
"2168",153319949,35
"2169",153319953,160
"2170",153319954,170
"2171",153319955,195
"2172",153319956,30
"2173",153319957,25
"2174",153319958,180
"2175",153319959,35
"2176",153319960,20
"2177",153319961,185
"2178",153319965,185
"2179",153319966,175
"2180",153319978,15
"2181",153319979,5
"2182",153319983,5
"2183",153319984,5
"2184",153319985,5
"2185",153319986,5
"2186",153320000,65
"2187",153320001,110
"2188",153320002,105
"2189",153320003,125
"2190",153320004,315
"2191",153320005,325
"2192",153320008,300
"2193",153320076,25
"2194",153320080,5
"2195",153320084,25
"2196",153320085,25
"2197",153320086,25
"2198",153320087,10
"2199",153320089,10
"2200",153320091,10
"2201",153320093,75
"2202",153320094,75
"2203",153320096,75
"2204",153320099,5
"2205",153320101,5
"2206",153320102,5
"2207",153320103,5
"2208",153320110,5
"2209",153320111,5
"2210",153320112,5
"2211",153320115,75
"2212",153320116,60
"2213",153320119,75
"2214",153320121,40
"2215",153320123,70
"2216",153320124,70
"2217",153320125,5
"2218",153320126,255
"2219",153320127,70
"2220",153320130,5
"2221",153320132,15
"2222",153320133,15
"2223",153320135,280
"2224",153320136,275
"2225",153320137,255
"2226",153320138,10
"2227",153320139,10
"2228",153320140,275
"2229",153320142,75
"2230",153320143,10
"2231",153320144,5
"2232",153320147,250
"2233",153320148,255
"2234",153320149,75
"2235",153320150,75
"2236",153320151,75
"2237",153320154,10
"2238",153320155,265
"2239",153320156,275
"2240",153320165,5
"2241",153320166,5
"2242",153320167,5
"2243",153320168,5
"2244",153320171,5
"2245",153320172,10
"2246",153320175,5
"2247",153320176,5
"2248",153320179,5
"2249",153320182,80
